timestamp,step,session_id,experiment_name,model_file,current_mode,hybrid_min_current_ma,coral_delta,coral_buffer,coral_window,soc,soc_unclamped,charge_mah,discharge_mah,soc_coulomb,soc_coulomb_unclamped,charge_wh,discharge_wh,load_kw,pv_kw,price,hour,dow,price_norm,pv_support_ratio,pv_bool,pv_active,load_source,load_fallback_used,mppt_mean_mW,mppt_max_mW,mppt_std_mW,bus_p_mean_mW,load_p_mean_mW,batt_p_mean_mW,batt_v_mean,batt_i_mean_ma,bus_v_mean,grid_v_mean,n_samples,completeness,action_power_kw,action_flow_pct,power_mw_cmd,flow_pct_cmd,situation_code,load_groups,pv_surplus_kw,guard_delta_mW,guard_force_charge_low_soc,guard_block_low_soc_discharge,guard_block_high_soc_charge,guard_block_pv_active_discharge,guard_block_voltage_cutoff,warn_load_over_discharge_limit,guard_block_invalid_discharge,guard_block_no_pv_surplus_charge,guard_flow_power_limited,flow_charge_limit_kw,flow_discharge_limit_kw,guard_block_discharge_intent_threshold,guard_block_firmware_override_discharge,guard_block_isolated_load_bus_discharge,guard_block_health_lock_discharge,firmware_override_discharge_samples_window,isolated_load_bus_samples_window,voltage_cutoff_active,voltage_cutoff_day_locked,voltage_cutoff_day_count,cutoff_soc_fallback_enabled,cutoff_soc_fallback_percent,cutoff_soc_fallback_applied,cutoff_soc_before,cutoff_soc_after,soh_health_enabled,soh_health_lock_active,soh_health_lock_reason,soh_record_candidate,soh_last_record_time,soh_record_reason,soh_low_voltage_samples_window,soh_low_voltage_streak,soh_recovery_samples,soh_voltage_sag_v,soh_proxy_score,soh_prediction_enabled,soh_model_path,soh_last_prediction_time,soh_last_value,soh_prediction_status,soh_prediction_method,soh_effective_capacity_mah,soh_use_for_capacity,coral_active,coral_clipped,coral_delta_mW,coral_interventions,coral_residual_count,action_raw_kw,grid_p_mean_mW,grid_i_mean_ma
2026-07-19 00:00:00,193,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3832,0.3839,18615.46,17842.37,0.4015,0.4022,136.7545,120.9548,0.002142,1.1e-05,2.06,0,6,0.206,0.005135,1,1,measured,0,10.62,11.0,1.98,0.0,2142.39,-500.56,6.366,-78.7,0.908,12.896,90,1.0,-0.00051748,60.0,517.5,60.0,1,1,-0.002131,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00051748,2142.39,166.12
2026-07-19 00:15:00,194,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3705,0.3706,18615.46,17862.23,0.39,0.3898,136.7545,121.0804,0.002145,1.1e-05,2.06,0,6,0.206,0.005128,1,1,measured,0,10.63,11.0,1.97,0.0,2144.76,-501.04,6.365,-78.7,0.901,12.9,90,1.0,-0.00050403,60.0,504.0,60.0,1,1,-0.002134,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00050403,2144.76,166.26
2026-07-19 00:30:00,195,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3584,0.3583,18615.46,17882.41,0.3766,0.3768,136.7545,121.2072,0.002148,1.1e-05,2.06,0,6,0.206,0.005121,1,1,measured,0,10.88,12.0,1.18,0.0,2147.59,-502.52,6.259,-80.3,0.915,12.896,88,1.0,-0.00050715,60.0,507.2,60.0,1,1,-0.002137,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00050715,2147.59,166.54
2026-07-19 00:45:00,196,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3457,0.3458,18615.46,17902.52,0.3651,0.3645,136.7545,121.3328,0.002164,1.1e-05,2.06,0,6,0.206,0.005083,1,1,measured,0,10.63,11.0,1.97,0.0,2164.27,-506.06,6.255,-80.9,0.904,12.906,90,1.0,-0.00050555,60.0,505.5,60.0,1,1,-0.002153,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00050555,2164.27,167.69
2026-07-19 01:00:00,197,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3334,0.3341,18615.46,17923.53,0.3518,0.3513,136.7545,121.4631,0.0021,1.1e-05,2.06,1,6,0.206,0.005238,1,1,measured,0,10.63,11.0,1.97,0.0,2099.53,-510.3,6.19,-82.4,0.908,12.901,90,1.0,-0.00053873,60.0,538.7,60.0,1,1,-0.002089,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00053873,2099.53,162.74
2026-07-19 01:15:00,198,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3212,0.3209,18615.46,17944.74,0.34,0.34,136.7545,121.5938,0.002122,1.1e-05,2.06,1,6,0.206,0.005184,1,1,measured,0,10.76,11.0,1.61,0.0,2121.72,-528.59,6.145,-85.9,0.894,12.903,91,1.0,-0.00052209,60.0,522.1,60.0,1,1,-0.002111,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00052209,2121.72,164.45
2026-07-19 01:30:00,199,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.3081,0.3086,18615.46,17965.61,0.3267,0.3266,136.7545,121.7215,0.002168,1.1e-05,2.06,1,6,0.206,0.005074,1,1,measured,0,10.63,11.0,1.97,0.0,2168.11,-525.08,6.123,-85.7,0.897,12.898,90,1.0,-0.00052172,60.0,521.7,60.0,1,1,-0.002157,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00052172,2168.11,168.09
2026-07-19 01:45:00,200,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2954,0.2958,18615.46,17987.13,0.3144,0.3145,136.7545,121.8523,0.002124,1.1e-05,2.06,1,6,0.206,0.005179,1,1,measured,0,10.63,11.0,1.97,0.0,2124.25,-526.67,6.079,-86.6,0.898,12.902,90,1.0,-0.00051846,60.0,518.5,60.0,1,1,-0.002113,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00051846,2124.25,164.65
2026-07-19 02:00:00,201,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2831,0.2838,18615.46,18008.25,0.3016,0.3014,136.7545,121.9797,0.002172,1.1e-05,2.06,2,6,0.206,0.005064,1,1,measured,0,10.88,11.0,1.15,0.0,2172.36,-502.93,6.05,-83.1,0.919,12.895,90,1.0,-0.00050863,60.0,508.6,60.0,1,1,-0.002161,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00050863,2172.36,168.47
2026-07-19 02:15:00,202,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.271,0.2709,18615.46,18029.37,0.2899,0.2888,136.7545,122.1062,0.002139,1.1e-05,2.06,2,6,0.206,0.005143,1,1,measured,0,10.62,11.0,2.01,0.0,2139.1,-496.82,6.027,-82.5,0.908,12.9,87,1.0,-0.00050965,60.0,509.6,60.0,1,1,-0.002128,0.0,0,0,0,0,0,0,0,0,1,0.0051,0.0033599999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-18 15:00:00,"natural_charge_window:soc=0.744,i=107.4mA,v=7.80V",0,0,0,0.0,100.0,0,soh_models,,,,,2000.0,0,1,0,0.0,85,96,-0.00050965,2139.1,165.83
