timestamp,step,session_id,experiment_name,model_file,current_mode,hybrid_min_current_ma,coral_delta,coral_buffer,coral_window,soc,soc_unclamped,charge_mah,discharge_mah,soc_coulomb,soc_coulomb_unclamped,charge_wh,discharge_wh,load_kw,pv_kw,price,hour,dow,price_norm,pv_support_ratio,pv_bool,pv_active,load_source,load_fallback_used,mppt_mean_mW,mppt_max_mW,mppt_std_mW,bus_p_mean_mW,load_p_mean_mW,batt_p_mean_mW,batt_v_mean,batt_i_mean_ma,bus_v_mean,grid_v_mean,n_samples,completeness,action_power_kw,action_flow_pct,power_mw_cmd,flow_pct_cmd,situation_code,load_groups,pv_surplus_kw,guard_delta_mW,guard_force_charge_low_soc,guard_block_low_soc_discharge,guard_block_high_soc_charge,guard_block_pv_active_discharge,guard_block_voltage_cutoff,warn_load_over_discharge_limit,guard_block_invalid_discharge,guard_block_no_pv_surplus_charge,guard_flow_power_limited,flow_charge_limit_kw,flow_discharge_limit_kw,guard_block_discharge_intent_threshold,guard_block_firmware_override_discharge,guard_block_isolated_load_bus_discharge,guard_block_health_lock_discharge,firmware_override_discharge_samples_window,isolated_load_bus_samples_window,voltage_cutoff_active,voltage_cutoff_day_locked,voltage_cutoff_day_count,cutoff_soc_fallback_enabled,cutoff_soc_fallback_percent,cutoff_soc_fallback_applied,cutoff_soc_before,cutoff_soc_after,soh_health_enabled,soh_health_lock_active,soh_health_lock_reason,soh_record_candidate,soh_last_record_time,soh_record_reason,soh_low_voltage_samples_window,soh_low_voltage_streak,soh_recovery_samples,soh_voltage_sag_v,soh_proxy_score,soh_prediction_enabled,soh_model_path,soh_last_prediction_time,soh_last_value,soh_prediction_status,soh_prediction_method,soh_effective_capacity_mah,soh_use_for_capacity,coral_active,coral_clipped,coral_delta_mW,coral_interventions,coral_residual_count,action_raw_kw,grid_p_mean_mW,grid_i_mean_ma
2026-07-17 00:00:00,1,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2,0.2,16825.13,16467.77,0.2,0.2,123.3973,111.4104,0.002124,1.1e-05,2.06,0,4,0.206,0.005179,1,1,measured,0,10.88,12.0,1.19,0.0,2123.53,0.0,3.31,0.0,0.94,12.903,86,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002113,0.0,0,0,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.04,81.2,0,soh_models,,,,,2000.0,0,1,0,0.0,0,1,-0.0,2123.53,164.58
2026-07-17 00:15:00,2,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.1994,0.2001,16825.13,16467.77,0.1999,0.2,123.3973,111.4104,0.002181,1.1e-05,2.06,0,4,0.206,0.005044,1,1,measured,0,10.88,11.0,1.15,0.0,2181.4,0.0,3.19,0.0,0.945,12.899,90,1.0,-0.0,0.0,0.0,0.0,3,1,-0.00217,654.19,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.02,81.7,0,soh_models,,,,,2000.0,0,1,1,654.19,1,2,-0.00065419,2181.4,169.13
2026-07-17 00:30:00,3,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2002,0.2001,16825.13,16467.77,0.2002,0.2008,123.3973,111.4104,0.002106,1.1e-05,2.06,0,4,0.206,0.005223,1,1,measured,0,10.63,11.0,1.99,0.2,2105.69,0.0,3.199,0.0,0.931,12.901,89,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002095,1622.4,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,0.95,82.8,0,soh_models,,,,,2000.0,0,1,1,1622.4,2,3,-0.0016224,2105.49,163.2
2026-07-17 00:45:00,4,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2002,0.2,16825.13,16467.77,0.2003,0.1998,123.3973,111.4104,0.002116,1.1e-05,2.06,0,4,0.206,0.005198,1,1,measured,0,10.88,11.0,1.15,0.0,2116.38,0.0,3.19,0.0,0.946,12.898,91,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002105,559.19,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.03,81.4,0,soh_models,,,,,2000.0,0,1,1,559.19,3,4,-0.00055919,2116.38,164.08
2026-07-17 01:00:00,5,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.1993,0.1996,16825.13,16467.77,0.1998,0.1997,123.3973,111.4104,0.002144,1.1e-05,2.06,1,4,0.206,0.005131,1,1,measured,0,11.0,11.0,0.0,0.2,2144.08,0.0,3.191,0.0,0.954,12.895,90,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002133,816.3,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.01,81.9,0,soh_models,,,,,2000.0,0,1,1,816.3,4,5,-0.0008163,2143.88,166.24
2026-07-17 01:15:00,6,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2,0.1999,16825.13,16467.77,0.2005,0.1996,123.3973,111.4104,0.002117,1.1e-05,2.06,1,4,0.206,0.005196,1,1,measured,0,10.88,11.0,1.15,0.0,2117.12,0.0,3.192,0.0,0.945,12.896,90,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002106,1692.94,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.01,81.7,0,soh_models,,,,,2000.0,0,1,1,1692.94,5,6,-0.00169294,2117.12,164.17
2026-07-17 01:30:00,7,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2004,0.2007,16825.13,16467.77,0.1998,0.2002,123.3973,111.4104,0.002099,1.1e-05,2.06,1,4,0.206,0.005241,1,1,measured,0,10.88,11.0,1.15,0.0,2098.77,0.0,3.19,0.0,0.947,12.903,90,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002088,575.04,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.03,81.4,0,soh_models,,,,,2000.0,0,1,1,575.04,6,7,-0.00057504,2098.77,162.65
2026-07-17 01:45:00,8,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2,0.2001,16825.13,16467.77,0.1998,0.2001,123.3973,111.4104,0.002145,1.1e-05,2.06,1,4,0.206,0.005128,1,1,measured,0,10.89,12.0,1.16,0.0,2145.33,0.0,3.19,0.0,0.944,12.901,90,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002134,631.28,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,1.02,81.6,0,soh_models,,,,,2000.0,0,1,1,631.28,7,8,-0.00063128,2145.33,166.29
2026-07-17 02:00:00,9,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2012,0.2007,16825.13,16467.77,0.1999,0.2007,123.3973,111.4104,0.002133,1.1e-05,2.06,2,4,0.206,0.005157,1,1,measured,0,10.91,13.0,1.19,0.0,2132.63,0.0,3.198,0.0,0.943,12.9,89,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002122,753.18,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,0.99,82.2,0,soh_models,,,,,2000.0,0,1,1,753.18,8,9,-0.00075318,2132.63,165.32
2026-07-17 02:15:00,10,20260716_235940,_internal,best_sac_model.pth#c0364fb07e,hybrid,50.0,0.15,0.03,96,0.2004,0.2002,16825.13,16467.77,0.2003,0.1999,123.3973,111.4104,0.002149,1.1e-05,2.06,2,4,0.206,0.005119,1,1,measured,0,10.88,11.0,1.16,0.0,2148.86,0.0,3.202,0.0,0.949,12.899,89,1.0,-0.0,0.0,0.0,0.0,3,1,-0.002138,610.23,0,1,0,0,0,0,0,0,0,0.0085,0.0056,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,,0,2026-07-16 13:15:00,"natural_charge_window:soc=0.624,i=156.5mA,v=7.51V",0,0,0,0.95,82.9,0,soh_models,,,,,2000.0,0,1,1,610.23,9,10,-0.00061023,2148.86,166.6
